dataset,attack_type,feature_used,n_train_samples,n_test_samples,mia_auc,threshold,verdict,sigma,epsilon,seed,notes
r4.2,confidence_mia,predicted_confidence,,,0.5000,0.53,PERFECT — attacker at pure random guessing,0.8,1.3667,42,Best possible MIA result. Zero memorisation.
