dataset,method,f1,auc,recall,fpr,precision,epsilon,sigma,n_clients,fl_rounds,local_epochs,seed,split,tail_avg_k,notes
r5.2,CIPHER-FL-DP,0.7684,0.9467,0.6808,0.0055,0.8720,1.5250,0.8,10,28,5,42,time,5,Primary result — tail-averaged over last 5 rounds
